"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"320",4.39444915467244,"RL",4.46062018938005,9.55506418479516,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",7,5,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",5.42053499927229,"TA","TA","CBlock","Gd","TA","Av","GLQ",6.94408720822953,"Unf",0,5.82008293035236,7.22475340576797,"GasA","TA","Y","SBrkr",7.29505641646263,0,0,7.29505641646263,1,0,2,0,3,0.693147180559945,"TA",1.94591014905531,"Typ",2,"Attchd",1980,"Unf",2,588,"TA","TA","Y",5.4553211153577,3.89182029811063,0,0,0,0,0,6,2009,"WD","Normal",12.1415341243926
"321",4.11087386417331,"RL",4.71849887129509,9.6964633831018,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",5.91620206260743,"TA","TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,7.13089883029635,7.13089883029635,"GasA","Ex","Y","SBrkr",7.13089883029635,7.20637729147225,0,7.86211221166275,0,0,3,1,4,0.693147180559945,"Gd",2.30258509299405,"Typ",0,"Attchd",2006,"RFn",3,840,"TA","TA","Y",5.48479693349065,5.04342511691925,0,0,0,0,0,9,2006,"New","Partial",12.7444443677961
"322",4.11087386417331,"RL",4.60517018598809,9.40096073158483,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.96357934361845,"Gd","TA","PConc","Ex","TA","Av","GLQ",6.87832646829133,"Unf",0,5.11799381241676,7.03614849375054,"GasA","Ex","Y","SBrkr",7.03614849375054,7.19518732017871,0,7.81156848934518,1,0,2,1,4,0.693147180559945,"Gd",2.39789527279837,"Typ",1,"BuiltIn",2004,"Fin",3,872,"TA","TA","Y",5.22035582507832,5.04342511691925,0,0,0,0,0,6,2007,"WD","Normal",12.7770521921159
"323",4.11087386417331,"RL",4.46590811865458,9.24773249119325,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1986,1987,"Gable","CompShg","Plywood","Plywood","BrkFace",5.15329159449778,"Gd","TA","CBlock","TA","TA","Gd","LwQ",3.36729582998647,"ALQ",7.29641326877392,0,7.31521838975297,"GasA","Ex","Y","SBrkr",7.34858753092759,7.07157336421153,0,7.91242312147371,1,0,2,1,4,0.693147180559945,"Gd",2.19722457733622,"Typ",1,"Attchd",1987,"Fin",2,576,"TA","TA","Y",5.30826769740121,4.57471097850338,0,0,0,0,0,8,2007,"WD","Normal",12.614865543731
"324",3.04452243772342,"RM",3.91202300542815,8.66922734727174,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,8,1955,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",5.54907608489522,"Unf",0,6.81014245011514,7.05875815251866,"GasA","Ex","Y","SBrkr",7.05961762829138,0,0,7.05961762829138,1,0,1,0,3,0.693147180559945,"TA",1.94591014905531,"Typ",0,"Attchd",1955,"Unf",1,220,"Fa","TA","Y",4.96284463025991,4.59511985013459,0,0,0,0,0,7,2006,"WD","Normal",11.7454251112085
"325",4.39444915467244,"RL",4.57471097850338,9.330431852234,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosN","Norm","1Fam","SLvl",7,7,1967,2007,"Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",5.70711026474888,"Gd","Gd","CBlock","Gd","TA","No","Unf",0,"Unf",0,6.56667242980324,6.56667242980324,"GasA","Ex","Y","SBrkr",7.54908271081229,6.98564181763921,0,7.99934295271328,0,0,2,1,5,0.693147180559945,"Gd",2.484906649788,"Typ",1,"BuiltIn",1961,"Fin",2,564,"TA","TA","Y",5.48479693349065,0,0,0,0,0,0,6,2010,"WD","Normal",12.3966930051388
"326",3.8286413964891,"RM",3.93182563272433,8.5173931714189,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","RRAe","Norm","1Fam","1.5Unf",5,6,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",4.76217393479776,"Unf",0,6.40522845803084,6.58063913728495,"GasA","Po","N","FuseF",6.68959926917897,0,0,6.68959926917897,0,0,1,0,2,0.693147180559945,"TA",1.79175946922805,"Typ",0,"Detchd",1941,"Unf",2,360,"TA","TA","Y",0,0,5.50125821054473,0,0,0,0,12,2007,"WD","Normal",11.3736633976367
"327",4.79579054559674,"RL",3.49650756146648,9.29164382304022,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",7.39018142822643,"Unf",0,4.61512051684126,7.4500795698075,"GasA","Ex","Y","SBrkr",7.4500795698075,0,0,7.4500795698075,2,0,1,1,1,0.693147180559945,"Gd",1.94591014905531,"Typ",2,"Attchd",1993,"Fin",2,473,"TA","TA","Y",4.81218435537242,3.43398720448515,0,0,0,0,0,5,2008,"Con","Normal",12.6884987947745
"328",3.04452243772342,"RL",4.39444915467244,9.35884658027541,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",5.17048399503815,"TA","TA","CBlock","TA","TA","No","Rec",6.33859407820318,"Unf",0,6.70808408385307,7.23273313617761,"GasA","TA","Y","SBrkr",7.23273313617761,0,0,7.23273313617761,0,0,1,1,3,0.693147180559945,"TA",2.07944154167984,"Typ",0,"Attchd",1960,"RFn",1,292,"TA","TA","Y",0,3.8286413964891,0,0,0,0,0,4,2006,"WD","Normal",11.8862116747142
"329",4.33073334028633,"RL",4.46062018938005,9.38336888185854,"Pave","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","PosN","Norm","1Fam","2.5Unf",6,6,1916,1994,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.73933662735717,6.73933662735717,"GasA","Gd","N","FuseA",7.27655640271871,6.5366915975913,0,7.66622192566273,0,0,2,0,5,0.693147180559945,"Gd",2.39789527279837,"Typ",0,"Detchd",1930,"Unf",2,441,"TA","TA","Y",0,4.11087386417331,5.59471137960184,0,0,0,0,7,2009,"WD","Normal",12.2760650173502
"330",4.26267987704132,"RM",4.11087386417331,8.7645219095188,"Pave","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",0,6.3919171133926,6.3919171133926,"GasA","TA","N","SBrkr",6.3919171133926,6.3919171133926,0,7.08422642209792,0,0,1,0,3,0.693147180559945,"TA",1.94591014905531,"Typ",0,"Detchd",1920,"Unf",1,189,"Fa","Fa","N",0,0,4.92725368515721,0,0,0,0,7,2009,"WD","Normal",11.2644641056717
"331",4.51085950651685,"RL",4.46062018938005,9.27096499379262,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,4,1964,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4.44265125649032,"TA","TA","CBlock","TA","TA","No","GLQ",3.71357206670431,"Rec",5.57972982598622,7.26192709270275,7.45529848568329,"GasA","TA","Y","SBrkr",7.45529848568329,0,0,7.45529848568329,0,0.693147180559945,2,0,6,1.09861228866811,"TA",2.39789527279837,"Typ",0,"Detchd",2002,"Unf",1,352,"TA","TA","Y",5.04985600724954,0,0,0,0,0,0,11,2007,"WD","Normal",11.6868787720937
"332",3.04452243772342,"RL",4.26267987704132,9.00908061416198,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",6.74170069465205,"Unf",0,5.35185813347607,6.96318998587024,"GasA","Fa","Y","SBrkr",6.96318998587024,0,0,6.96318998587024,1,0,1,0,3,0.693147180559945,"TA",1.94591014905531,"Typ",0,"Attchd",1958,"RFn",1,308,"TA","TA","Y",0,0,0,0,0,0,0,8,2007,"WD","Normal",11.8422292121128
"333",3.04452243772342,"RL",4.45434729625351,9.27387839278017,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.6937321388027,"Gd","TA","PConc","Gd","TA","No","GLQ",7.02553831463852,"LwQ",6.17378610390194,7.38025578842646,8.07309119969315,"GasA","Ex","Y","SBrkr",7.39633529380081,0,0,7.39633529380081,1,0,2,0,3,0.693147180559945,"Gd",2.07944154167984,"Typ",1,"Attchd",2003,"RFn",3,880,"TA","TA","Y",0,0,0,0,0,0,0,10,2009,"WD","Normal",12.5567295171433
"334",4.79579054559674,"RM",4.0943445622221,9.01176747459618,"Pave","Reg","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",4.99043258677874,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.58063913728495,"Unf",0,6.45990445437753,7.21450441415114,"GasA","Ex","Y","SBrkr",7.21450441415114,0,0,7.21450441415114,1,0,2,0,2,0.693147180559945,"Gd",1.94591014905531,"Typ",1,"Attchd",2004,"RFn",2,484,"TA","TA","Y",5.26269018890489,3.43398720448515,0,0,0,0,0,7,2008,"WD","Normal",12.2404740722475
"335",4.11087386417331,"RL",4.0943445622221,9.10974625674048,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",6.7202201551353,"Unf",0,4.75359019110636,6.8501261661455,"GasA","Gd","Y","SBrkr",6.8501261661455,6.54534966033442,0,7.40184157874383,1,0,2,1,3,0.693147180559945,"TA",2.07944154167984,"Typ",2,"Attchd",1998,"Fin",2,472,"TA","TA","Y",4.61512051684126,3.66356164612965,0,0,0,0,0,7,2008,"WD","Normal",12.1652506510099
"336",5.25227342804663,"RL",4.7948244906717,12.0116440939543,"Grvl","IR1","HLS","AllPub","Corner","Sev","Timber","Norm","Norm","2fmCon","1.5Fin",5,6,1965,1965,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ",7.13089883029635,"BLQ",4.99721227376411,4.64439089914137,7.3132203870903,"GasA","Ex","Y","SBrkr",7.39018142822643,5.12396397940326,0,7.48829351515943,2,0,2,0,3,0.693147180559945,"TA",2.07944154167984,"Typ",2,"Attchd",1965,"Fin",2,529,"TA","TA","Y",6.50876913697168,0,0,0,0,0,6.55250788703459,8,2008,"WD","Normal",12.3412589180852
"337",3.04452243772342,"RL",4.46590811865458,9.55803511433414,"Pave","IR1","HLS","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",5.30330490805908,"Gd","TA","PConc","Ex","TA","Gd","GLQ",7.13089883029635,"Unf",0,6.51323011091231,7.56164174558878,"GasA","Ex","Y","SBrkr",7.56164174558878,0,0,7.56164174558878,1,0,2,0,3,0.693147180559945,"Gd",2.19722457733622,"Typ",1,"Attchd",2005,"Fin",3,676,"TA","TA","Y",5.18738580584075,3.95124371858143,0,0,0,0,0,7,2007,"WD","Normal",12.8411298019654
"338",3.04452243772342,"RL",4.26267987704132,9.11997793189579,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4.7361984483945,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.69826805411541,"Unf",0,6.58892647753352,7.3375877435386,"GasA","Ex","Y","SBrkr",7.3375877435386,0,0,7.3375877435386,1,0,2,0,3,0.693147180559945,"Gd",2.07944154167984,"Typ",0,"Attchd",2002,"RFn",2,532,"TA","TA","Y",5.26269018890489,4.31748811353631,0,0,0,0,0,12,2008,"WD","Normal",12.273731294004
"339",3.04452243772342,"RL",4.52178857704904,9.55718717759594,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,7,1984,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",5.36597601502185,"Unf",0,6.9037472575846,7.09754885061479,"GasA","Ex","Y","SBrkr",7.39141523467536,0,0,7.39141523467536,1,0,2,0,3,0.693147180559945,"Gd",2.19722457733622,"Typ",0,"Attchd",1984,"RFn",2,440,"TA","TA","Y",4.69134788222914,3.8286413964891,0,0,0,0,5.99396142730657,5,2006,"WD","Normal",12.2184951655287
"340",3.04452243772342,"RL",4.20469261939097,9.42553239350277,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,1958,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",5.17614973257383,"TA","TA","CBlock","TA","Fa","No","Rec",6.37331978957701,"Unf",0,6.44730586254121,7.10332206252611,"GasA","TA","Y","FuseA",7.10332206252611,0,0,7.10332206252611,0,0,1,0,3,0.693147180559945,"TA",1.94591014905531,"Typ",0,"Attchd",1958,"Unf",1,297,"TA","TA","Y",0,0,0,0,5.45958551414416,0,0,6,2009,"WD","Normal",11.9511803959014
"341",4.11087386417331,"RL",4.45434729625351,9.56043370454936,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.87523208727658,6.87523208727658,"GasA","Ex","Y","SBrkr",6.90173720665657,6.82001636467413,0,7.55433482372575,0,0,2,1,4,0.693147180559945,"Gd",2.30258509299405,"Typ",0,"Attchd",2002,"Fin",2,431,"TA","TA","Y",4.91265488573605,0,0,0,0,0,0,4,2010,"WD","Normal",12.2204685258139
"342",3.04452243772342,"RH",4.11087386417331,9.03610602536485,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,6.58202513889283,6.58202513889283,"GasA","Gd","Y","SBrkr",6.73578001424233,0,0,6.73578001424233,0,0,1,0,2,0.693147180559945,"TA",1.6094379124341,"Typ",0,"CarPort",1950,"Unf",1,294,"TA","TA","N",5.52545293913178,0,3.2188758248682,0,0,0,0,9,2009,"WD","Normal",11.3144745262464
"343",4.51085950651685,"RL",4.28888605637678,9.05310159554969,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",3,4,1949,1950,"Gable","CompShg","Stucco","Stucco","BrkFace",5.83188247728352,"TA","TA","Slab","TA","TA","No","Unf",0,"Unf",0,0,0,"Wall","Fa","N","FuseA",6.94793706861497,0,0,6.94793706861497,0,0,2,0,2,1.09861228866811,"TA",1.94591014905531,"Typ",0,"Detchd",1949,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,0,5,2006,"WD","Normal",11.3793940723457
"344",4.79579054559674,"RL",4.15888308335967,9.08817273800197,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",6.42486902390539,"Ex","TA","PConc","Ex","TA","No","GLQ",3.36729582998647,"Unf",0,7.41276401742656,7.42952084278646,"GasA","Ex","Y","SBrkr",7.42952084278646,0,0,7.42952084278646,0,0,2,0,2,0.693147180559945,"Ex",1.94591014905531,"Typ",1,"Attchd",2005,"RFn",2,564,"TA","TA","Y",6.20657592672493,4.29045944114839,0,0,0,0,0,7,2008,"WD","Normal",12.4912515877638
"345",5.08140436498446,"RM",3.61091791264422,7.86057078553866,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,3,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","No","Rec",4.86753445045558,"BLQ",5.4510384535657,5.17048399503815,6.28599809450886,"GasA","TA","Y","SBrkr",6.28599809450886,6.3578422665081,0,7.01481435127554,0,0,1,1,3,0.693147180559945,"TA",1.6094379124341,"Typ",0,"Attchd",1976,"Unf",1,336,"TA","TA","Y",5.20948615284142,0,0,0,0,0,0,4,2010,"WD","Normal",11.3504065354725
"346",3.93182563272433,"RL",4.18965474202643,8.76966250811227,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.880384082186,6.880384082186,"GasA","Gd","Y","SBrkr",6.880384082186,6.40687998606931,0,7.36391350140582,0,0,1,0,3,0.693147180559945,"Fa",1.94591014905531,"Typ",1,"Detchd",1939,"Unf",1,312,"TA","TA","Y",0,0,0,0,0,0,0,10,2006,"WD","Normal",11.8508252535826
"347",3.04452243772342,"RL",4.46062018938005,9.45508884704278,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1960,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","BLQ",6.21260609575152,"Unf",0,6.13339804299665,6.86589107488344,"GasA","TA","Y","SBrkr",6.86589107488344,0,0,6.86589107488344,0,0,1,0,2,0.693147180559945,"TA",1.79175946922805,"Typ",0,"Attchd",1960,"RFn",1,301,"TA","TA","Y",0,0,0,0,0,0,9.64865981695529,4,2007,"WD","Normal",11.9283409039316
"348",3.04452243772342,"RL",4.7948244906717,9.77571099759397,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",3.43398720448515,"TA","TA","CBlock","TA","TA","No","BLQ",7.14755927118945,"Unf",0,5.34233425196481,7.2991214627108,"GasA","Ex","Y","FuseA",7.2991214627108,0,0,7.2991214627108,1,0,2,0,3,0.693147180559945,"TA",1.94591014905531,"Typ",2,"Attchd",1960,"Unf",2,498,"TA","TA","Y",0,3.71357206670431,0,0,0,0,0,12,2009,"WD","Normal",11.9671807372478
"349",5.08140436498446,"RL",3.61091791264422,7.80343505695217,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone",4.67282883446191,"Gd","TA","PConc","Gd","TA","No","GLQ",6.35262939631957,"Unf",0,5.25749537202778,6.63987583382654,"GasA","Ex","Y","SBrkr",6.63987583382654,6.76041469108343,0,7.39449310721904,1,0,2,1,2,0.693147180559945,"Gd",1.94591014905531,"Typ",0,"BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,3.3322045101752,0,0,0,0,0,10,2008,"WD","Normal",11.9447078813958
"350",4.11087386417331,"RL",4.04305126783455,9.92485757827232,"Pave","IR2","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","CemntBd","CmentBd","BrkFace",6.7696419768525,"Ex","TA","PConc","Ex","TA","No","GLQ",7.25205395185281,"Unf",0,6.08449941307517,7.52240023138712,"GasA","Ex","Y","SBrkr",7.52240023138712,6.78105762593618,0,7.91169052070834,1,0,2,1,4,0.693147180559945,"Ex",2.39789527279837,"Typ",2,"Attchd",2006,"Fin",3,706,"TA","TA","Y",0,0,0,0,0,0,0,4,2006,"New","Partial",12.9880408147445
"351",4.79579054559674,"RL",4.23410650459726,8.96456770260161,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2007,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",5.89440283426485,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,7.53369370984863,7.53369370984863,"GasA","Ex","Y","SBrkr",7.53369370984863,0,0,7.53369370984863,0,0,2,0,2,0.693147180559945,"Ex",1.94591014905531,"Typ",1,"Attchd",2007,"RFn",2,617,"TA","TA","Y",5.35185813347607,4.00733318523247,0,0,0,0,0,12,2007,"New","Partial",12.6699984672658
"352",4.79579054559674,"RL",3.69689080930731,8.57016507618234,"Pave","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,5,1986,1986,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",6.98749024700099,"Unf",0,5.91889385427315,7.28207365809346,"GasA","Gd","Y","SBrkr",7.28207365809346,0,0,7.28207365809346,1,0,1,1,2,0.693147180559945,"Gd",1.94591014905531,"Typ",1,"Attchd",1986,"RFn",2,445,"TA","TA","Y",0,4.39444915467244,0,0,5.22035582507832,0,0,12,2006,"WD","Abnorml",12.1547793511426
"353",3.93182563272433,"RL",4.11087386417331,9.11437998083027,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","Mn","LwQ",5.46806014113513,"Rec",5.9427993751267,0,6.42486902390539,"GasA","TA","N","SBrkr",6.42486902390539,6.20657592672493,0,7.01391547481053,0,0.693147180559945,1,0,3,0.693147180559945,"TA",1.79175946922805,"Typ",0,"Detchd",1941,"Unf",1,200,"TA","Fa","Y",3.89182029811063,0,0,0,0,0,0,3,2008,"ConLw","Normal",11.4616321705827
"354",3.43398720448515,"RM",4.11087386417331,9.05028898382796,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,1928,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.4377516497364,6.4377516497364,"GasA","Gd","Y","SBrkr",6.58063913728495,0,0,6.58063913728495,0,0,1,0,2,0.693147180559945,"TA",1.79175946922805,"Typ",0,"Detchd",2005,"Unf",2,484,"TA","TA","Y",4.67282883446191,0,0,0,0,0,0,5,2010,"WD","Normal",11.5702505315895
"355",3.93182563272433,"RL",4.11087386417331,9.03610602536485,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1940,2000,"Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",5.96357934361845,"Unf",0,6.31535800152233,6.84694313958538,"GasA","Ex","Y","SBrkr",7.08422642209792,6.00141487796115,0,7.37525577800975,0,0,1,0,2,0.693147180559945,"TA",1.94591014905531,"Typ",2,"Attchd",1940,"Unf",1,240,"TA","TA","Y",0,0,4.69134788222914,0,0,0,0,6,2006,"WD","Normal",11.8493977015914
"356",3.04452243772342,"RL",4.66343909411207,9.32812340763257,"Pave","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","Gd","No","ALQ",5.81413053182507,"BLQ",6.30078579466324,5.77765232322266,7.09090982207998,"GasA","Ex","Y","SBrkr",7.09090982207998,0,0,7.09090982207998,1,0,2,0,3,0.693147180559945,"Gd",1.94591014905531,"Typ",0,"Attchd",1995,"RFn",2,521,"TA","TA","Y",0,3.29583686600433,0,0,0,0,0,8,2007,"WD","Normal",12.0867258878976
"357",3.04452243772342,"RL",4.12691807566389,9.13227071655426,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,6,1992,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4.67282883446191,"TA","TA","PConc","Gd","TA","No","GLQ",6.3297209055227,"Unf",0,6.39526159811545,7.05531284333975,"GasA","Gd","Y","SBrkr",7.06304816338817,0,0,7.06304816338817,1,0,2,0,3,0.693147180559945,"Gd",1.94591014905531,"Typ",0,"Attchd",1992,"RFn",2,400,"TA","TA","Y",4.79579054559674,3.29583686600433,0,0,0,0,0,7,2009,"WD","Normal",12.0610468734799
"358",4.79579054559674,"RM",3.80666248977032,8.34877453979127,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,5,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",6.77422388635761,"Unf",0,5.59471137960184,7.04141166379481,"GasA","TA","Y","SBrkr",7.04141166379481,0,0,7.04141166379481,1,0,1,1,3,0.693147180559945,"TA",1.94591014905531,"Typ",1,"Attchd",1976,"Fin",2,528,"TA","TA","Y",6.28599809450886,4.51085950651685,0,0,0,0,0,8,2007,"WD","Normal",11.805595078933
"359",4.39444915467244,"RL",4.53259949315326,8.84375938191798,"Pave","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",5,4,1958,1958,"Hip","CompShg","Wd Sdng","ImStucc","BrkFace",4.79579054559674,"TA","TA","CBlock","TA","TA","Av","BLQ",5.70711026474888,"Rec",5.68697535633982,6.15060276844628,6.96885037834195,"GasA","Ex","Y","FuseF",7.21007962817079,0,0,7.21007962817079,0,0.693147180559945,1,0,3,0.693147180559945,"Gd",1.94591014905531,"Min2",0,"BuiltIn",1958,"Unf",1,288,"TA","TA","Y",5.12989871492307,0,5.68697535633982,0,0,0,0,7,2006,"WD","Abnorml",11.7752897294377
